"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"Testcase_DEKL_8","Server-Ablage Deklaration - bis 17.WT","Allgemein: Zugang zum MTS.cm IRM (Aufruf über Browser) 
 **intern: http://ecganwtest.hv.vng:80/mts.irm
**D-Umgebung: https://dev-obus.intranet.eon-gastransport.com/mts.irm
 (per RDP)
* Konfiguration MTS.cm IRM
**Einloggen mit MTS.cm Login
**Aufruf Funktion ""Activities""
**Aufruf Funktion ""Anzeigen"" für Punkt Deklarationsliste an EBIS
**Einstellen Parameter ""MessageStoragePath"" mit Wert ""c:\temp\deklarationen\""
**Einstellen Parameter ""DoNotSend"" mit Wert ""True""
**vollständiger monatlicher Versand am 17.WT 
**Konfiguration tägliche Prüfung 
**Zugang zum MTS.cm Server per RDP und das Verzeichnis für die Ablage
 der Deklarations-Dateien (Standard: c:\temp\deklarationen\)
*Auslöser für Versand von Deklarationslisten 
**Standard: 1x monatlich am 17.WT
**Änderung von BK-Einbringung
**DAC-Deals
**rückwirkender Fallgruppenwechsel/Punktklassifizierung
*Format: MTS-Inhouse-XML
*Dateien: pro Bilanzkreis ein XML mit aggregierten Zeitreihentypen 
(RLMmt, RLMot, RLMNEV, SLPsyn, SLPana, Entry, Exitso)
*AdminN-Zugang für MTS.cm
*Bilanzkreise in allen Marktgebieten im Status ""implementiert""
*Zeitreihentypen sind an den Netzpunkten gepflegt
*Parameter DVGW-Marktteilnehmer-Nummer an Firma E.ON GT ist
 im EPM 2011 gepflegt  
*Firma mit Rolle Bilanzkreisnetzbetreiber und gepflegtem Parameter 
DVGW-Marktteilnehmer-Nummer ist vorhanden > Termin ist der 17. WT

* vollständige Deklarationlisten wurden erzeugt und sind im konfigurierten Verzeichnis abgelegt. 
Der Zugang zu dem konfigurierten Verzeichnis ist möglich","Tägliche Ausführung bis zum 17.WT:
Die erzeugten Deklarationslisten werden vollständig im konfigurierten Server-Verzeichnis abgelegt
Die erzeugte Deklarationen wurden vollständig im Server-verzeichnis abgelegt","Regression","Major","","1.0","Prüfen ob Dateien im konfigurierten Verzeichnis abgelegt werden","Dateien wurden im konfigurierten Verzeichnis abgelegt"
"","","","","","","","2.0","Prüfen ob Dateien im Format MTS-Inhouse-XML erzeugt werden","Dateien wurden im Format ""MTS-Inhouse-XML"" erzeugt"
"Testcase_DEKL_9","Inhaltliche Prüfung Deklaration - bis 17.WT","Allgemein: Zugang zum MTS.cm IRM (Aufruf über Browser) 
 **intern: http://ecganwtest.hv.vng:80/mts.irm
**D-Umgebung: https://dev-obus.intranet.eon-gastransport.com/mts.irm
 (per RDP)
* Konfiguration MTS.cm IRM
**Einloggen mit MTS.cm Login
**Aufruf Funktion ""Activities""
**Aufruf Funktion ""Anzeigen"" für Punkt Deklarationsliste an EBIS
**Einstellen Parameter ""MessageStoragePath"" mit Wert ""c:\temp\deklarationen\""
**Einstellen Parameter ""DoNotSend"" mit Wert ""True""
**vollständiger monatlicher Versand am 17.WT 
**Konfiguration tägliche Prüfung 
**Zugang zum MTS.cm Server per RDP und das Verzeichnis für die Ablage
 der Deklarations-Dateien (Standard: c:\temp\deklarationen\)
*Auslöser für Versand von Deklarationslisten 
**Standard: 1x monatlich am 17.WT
**Änderung von BK-Einbringung
**DAC-Deals
**rückwirkender Fallgruppenwechsel/Punktklassifizierung
*Format: MTS-Inhouse-XML
*Dateien: pro Bilanzkreis ein XML mit aggregierten Zeitreihentypen 
(RLMmt, RLMot, RLMNEV, SLPsyn, SLPana, Entry, Exitso)
*AdminN-Zugang für MTS.cm
*Bilanzkreise in allen Marktgebieten im Status ""implementiert""
*Zeitreihentypen sind an den Netzpunkten gepflegt
*Parameter DVGW-Marktteilnehmer-Nummer an Firma E.ON GT ist
 im EPM 2011 gepflegt  
*Firma mit Rolle Bilanzkreisnetzbetreiber und gepflegtem Parameter 
DVGW-Marktteilnehmer-Nummer ist vorhanden > Termin ist der 17. WT

* vollständige Deklarationlisten wurden erzeugt und sind
 im konfigurierten Verzeichnis abgelegt. Der Zugang zu 
dem konfigurierten Verzeichnis ist möglich","Tägliche Ausführung bis zum 17.WT:
Es werden für die Netze E.ON GT L-Gas, E.ON GT H-Gas und EGG separate Dateien erstellt. Die erzeugten Deklarationslisten sind inhaltlich korrekt. Deklarationszeitraum ist der aktuelle Kalendermonat
Die Deklarationslisten werden separiert nach Marktgebiet und BK-Vertrag. Die Zeitreihentypen in den Deklarationslisten sind vollständig angegeben und der Deklarationszeitraum Zeiraum ist der aktuelle Monat","Regression","Major","","1.0","Prüfen ob die Deklarationslisten pro Marktgebiet separiert werden","Deklarationslisten sind separiert nach Marktgebiet"
"","","","","","","","2.0","Prüfen ob für jeden BK-Vertrag eine separate Nachricht erzeugt wird","Deklarationslisten sind separiert nach BK-Vertrag"
"Testcase_FCFS-Anfrage 5","FCFS Anfrage TK-User nicht bekannt","1. Request (FCFS-Buchung) von der PKP oder XML über SoapUI (XML-Datei: ECGPECM-5258_FCFS-Buchung.xml muss entsprechend angepasst werden) versenden:","A1. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen von der PKP zu empfangen.
A2. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen auf Verfügbarkeit zu prüfen.
A3. Das TSO-Backend-System muss in der Lage sein, für verfügbare Buchungsanfragen einen Preis zu ermitteln.
A4. Das TSO-Backend-System muss in der Lage sein, eine Response-Nachricht für eine Buchungsanfrage des Typs CapacityOfferDataType zu generieren.
","Regression","Major","","1.0","Öffnen des Dialoges [IMPORT]","Es wurde ein Response an die PKP versendet, aus dem hervorgeht, dass der TK nicht vorhanden ist:'Fehler beim Prüfen des Benutzers user049.TK47@btc-ag.com an der Firma 11:-1:10003."
"","","","","","","","2.0","Überprüfung der Fehlernachricht in der Spalte ""Beschreibung""","Ein Benutzer mit der Emailadresse user049.TK47@btc-ag.com ist unter der Firma 11:-1:10003 im System nicht verfügbar. """
"Testcase_FCFS-Anfrage 6","FCFS Anfrage Anforderungen erfüllt","1. Request von PKP (Buchungsanfrage) ist vorhanden: XML-Request ""ECGPECM-5247_BuchungsAnfrage.xml"" muss bzgl. des Netzpunktes, der Kapazität und des Zeitraumes entsprechend angepasst werden

2. angefragte Kapazitätshöhe ist vorhanden
3. angefragter Zeitraum ist möglich
4. ein vermarktbarer Netzpunkt wurde ausgewählt
5. die Richtung ist möglich
6. der richtige Partner ist ausgewählt","A1. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen von der PKP zu empfangen.
A2. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen auf Verfügbarkeit zu prüfen.
A3. Das TSO-Backend-System muss in der Lage sein, für verfügbare Buchungsanfragen einen Preis zu ermitteln.
A4. Das TSO-Backend-System muss in der Lage sein, eine Response-Nachricht für eine Buchungsanfrage des Typs CapacityOfferDataType zu generieren.

","Regression","Major","","1.0","Öffnen des Flexgrids ""Importschnittstellen""","Flexgrid ""Importschnittstellen"" ist geöffnet und Buchungsanfrage/n wird/werden ohne Fehlermeldung angezeigt"
"","","","","","","","2.0","Öffnen des Dialoges ""Schnittstellen""","die Beschreibungsspalte enthält die Information, dass die Buchungsanfrage erfolgreich durchgeführt wurde"
"","","","","","","","3.0","Prüfen, ob die Primärbuchung richtig angelegt wurde","Die Primärbuchung wurde entsprechend des Requests angelegt"
"","","","","","","","4.0","Dialog ""Kommunikation mit Capacity""
 im MTS.cm öffnen","Im Dialog ""Kommunikation mit Capacity"" 
wird ein neuer Eintrag erzeugt. Dieser enthält 
die Kapazitätsanfrage und den Status der Nachricht
 ""ok"" zum Capacity.  Die XML-Datei 
der Nachricht ist aufrufbar"
"","","","","","","","5.0","Prüfen ob die Daten von cm zu SAP PI/BW exportiert sind","die Daten sind von cm zu SAP PI/BW exportiert"
"Testcase_FCFS-Anfrage 7 ","FCFS-Anfrage Kapazitätshöhe nicht verfügbar","1. Request von PKP (Buchungsanfrage) ist vorhanden: XML-Request ""ECGPECM-5247_BuchungsAnfrage.xml"" muss bzgl. des Netzpunktes, der Kapazität und des Zeitraumes entsprechend angepasst werden

2. angefragte Kapazitätshöhe ist nicht vorhanden
3. angefragter Zeitraum ist möglich
4. ein vermarktbarer Netzpunkt wurde ausgewählt
5. die Richtung ist möglich
6. der richtige Partner ist ausgewählt","A1. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen von der PKP zu empfangen.
A2. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen auf Verfügbarkeit zu prüfen.
A3. Das TSO-Backend-System muss in der Lage sein, für verfügbare Buchungsanfragen einen Preis zu ermitteln.
A4. Das TSO-Backend-System muss in der Lage sein, eine Response-Nachricht für eine Buchungsanfrage des Typs CapacityOfferDataType zu generieren.
A5. Das TSO-Backend-System sollte in der Lage sein, Alternativangebote zu einer Buchungsanfra-ge zu generieren.
A6. Wenn das TSO-Backend-System A5 erfüllt, muss es in der Lage sein, zu allen generierten Al-ternativangeboten einen Preis zu ermitteln. Erfüllt das 
TSO-Backend-System A5 nicht, ist auch A6 verzichtbar.
A7. Wenn das TSO-Backend-System A5 erfüllt, muss es in der Lage sein, in der Response-Nachricht für eine Buchungsanfrage den Datentyp CapacityCompositionType 
zu füllen. Erfüllt das TSO-Backend-System A5 nicht, ist auch A7 verzichtbar.","Regression","Major","","1.0","'Prüfung Empfang","Anfrage empfangen"
"","","","","","","","2.0","Öffnen des Dialoges ""Schnittstellen""","Dialog ist geöffnet"
"","","","","","","","3.0","Öffnen des Flexgrids ""Importschnittstellen""","Flexgrid ""Importschnittstellen"" ist geöffnet und Buchungsanfrage/n wird/werden ohne Fehlermeldung angezeigt"
"","","","","","","","4.0","Prüfen ob den Tester "" Position hinzufügen"" aufrufen kann","die Beschreibungsspalte enthält die Information, dass der Buchungsanfrage nicht entsprochen werden konnte und dass ein Alternative versendet wurde"
"","","","","","","","5.0","Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Kapazitätsanfrage und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"Testcase_FCFS-Anfrage 8","FCFS-Anfrage Netzpunkt nicht vorhanden","1. Request von PKP (Buchungsanfrage) ist vorhanden: XML-Request ""ECGPECM-5247_BuchungsAnfrage.xml"" muss bzgl. des Netzpunktes, der Kapazität und des Zeitraumes entsprechend angepasst werden

2. angefragte Kapazitätshöhe ist vorhanden
3. angefragter Zeitraum ist möglich
4. es wurde kein vermarktbarer Netzpunkt ausgewählt
5. die Richtung ist möglich
6. der richtige Partner ist ausgewählt
","A1. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen von der PKP zu empfangen.
A2. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen auf Verfügbarkeit zu prüfen.
A3. Das TSO-Backend-System muss in der Lage sein, für verfügbare Buchungsanfragen einen Preis zu ermitteln.
A4. Das TSO-Backend-System muss in der Lage sein, eine Response-Nachricht für eine Buchungsanfrage des Typs CapacityOfferDataType zu generieren.
","Regression","Major","","1.0","'Prüfung Empfang","Anfrage empfangen"
"","","","","","","","2.0","Öffnen des Dialoges ""Schnittstellen""","Dialog ist geöffnet"
"","","","","","","","3.0","Öffnen des Flexgrids ""Importschnittstellen""","Flexgrid ""Importschnittstellen"" ist geöffnet und Buchungsanfrage/n wird/werden ohne Fehlermeldung angezeigt"
"","","","","","","","4.0","Prüfen ob den Tester "" Position hinzufügen"" aufrufen kann","die Beschreibungsspalte enthält die Information, dass der Buchungsanfrage nicht entsprochen werden konnte und dass ein Alternative versendet wurde"
"","","","","","","","5.0","Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Kapazitätsanfrage und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"Testcase_FCFS_Anfrage 4","FCFS Anfrage_Zeitraum nicht möglich","1. Request (FCFS-Buchung) von der PKP oder XML über SoapUI (XML-Datei: ECGPECM-5258_FCFS-Buchung.xml) versenden:","A1. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen von der PKP zu empfangen.
A2. Das TSO-Backend-System muss in der Lage sein, Buchungsanfragen auf Verfügbarkeit zu prüfen.
A3. Das TSO-Backend-System muss in der Lage sein, für verfügbare Buchungsanfragen einen Preis zu ermitteln.
A4. Das TSO-Backend-System muss in der Lage sein, eine Response-Nachricht für eine Buchungsanfrage des Typs CapacityOfferDataType zu generieren.","Regression","Major","","1.0","Öffnen des Dialoges [IMPORT]","Es wurde ein Response an die PKP versendet, aus dem hervorgeht, dass der angefragte Zeitraum nicht buchbar ist, z.B.:'Die angefragte Kapazität ist nicht verfügbar. Folgende der angefragten Kapazitäten können nicht bereitsgestellt werden:

01.08.2010 - 01.09.2010 : 20 kWh/h. "
"","","","","","","","2.0","Überprüfung der Fehlernachricht in der Spalte ""Beschreibung""",""
"","","","","","","","3.0"," Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Kapazitätsanfrage und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"Testcase_08_FCFS_1","FCFS Reservierung und Buchung_PB von Bündelprodukten_mit Bilanzkreiscode nicht Dayahead","1. Request von PKP (Buchungsanfrage) ist vorhanden (Import mit SOAP UI)



","A12. Das TSO-Backend-System muss in der Lage sein, Buchungen von der PKP zu empfangen.
A13. Das TSO-Backend-System muss in der Lage sein festzustellen, ob die Buchungsnachricht eine Reservierung, eine Stornierung oder eine Buchung verlangt.
A15. Das TSO-Backend-System muss in der Lage sein, eine Stornierung durchzuführen.
A16. Das TSO-Backend-System muss in der Lage sein, eine Buchung durchzuführen.
A21. Das TSO-Backend-System muss in der Lage sein die übergebenen Bilanzkreisinformationen zu verarbeiten und die Einbringungssituation der Bilanzkreise 
entsprechend anzupassen.","Functional","Major","","1.0","Initial: Übergabe der Buchungsnachricht an MTS.cm (über web-Service, alternativ über SoapUI)","Bedingung erfüllt"
"","","","","","","","2.0","Prüfung ob in der Rolle TK-OGE FCFS-Buchungen von Bündelprodukten über die PKP gestartet werden können.","Primärbuchung ist vorhanden"
"","","","","","","","3.0","Kapazitätsreservierung durchführen bei beiden beteiligten TSOs","Kapazitätsreservierung kann bei beiden beteiligten TSOs durchgeführt werden"
"","","","","","","","4.0","überprüfen ob die Reservierung erfolgreich bei beiden beteiligten TSOs angekommen ist . ","die Reservierung ist  bei beiden beteiligten TSOs erfolgreich angekommen"
"","","","","","","","5.0","Überprüfen ob die entsprechenden
Rückmeldungen bei der PKP vorliegen","die entsprechenden liegen 
Rückmeldungen bei der PKP vor"
"","","","","","","","6.0","Prüfen ob die PKP an die beiden beteiligten TSOs ein „ok“ verschickt hat","die PKP hat an die beiden beteiligten TSOs ein „ok“ verschickt"
"","","","","","","","7.0","Prüfen ob  das technische Reservierungsobjekt angelegt werden kann","das Reservierungsobjekt kann angelegt werden"
"","","","","","","","8.0","Prüfen ob eine Buchung durchgeführt werden kann","die Buchung kann durchgeführt werden "
"","","","","","","","9.0","Prüfung ob bei der Erstellung einer Buchung auf der PKP die Eingabe eines BK-Codes für den TK-User verpflichtend ist, d.h. Eingabe eines BK-Codes ist obligatorisch.","Buchung ist an einem BK eingebracht"
"","","","","","","","10.0","Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen"," Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die Buchungkommunikation und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","11.0","Export der neuen Primärbuchung","Die neue Primärbuchung ist an SAP PI und SAP BW exportiert; die Daten sind in Ordnung"
"","","","","","","","12.0","Export des Bilanzkreises","Der angegebene BK ist an SAP PI und SAP BW exportiert; die Daten sind in Ordnung"
"Testcase_08_FCFS_2","FCFS Stornierung der Reservierung_Löschen des technischen Reservierungsobjektes_","1. Request von PKP (Buchungsanfrage) ist vorhanden (Import mit SOAP UI)
2. Anfrageinhalte sind verfügbar (Kapazitätshöhe, Zeitraum, vermarktbarer Netzpunkt, Richtung, Partner)
3. Buchungsnachricht enthält die Angabe Stornierung oder Buchung
4. BK-Code wurde eingegeben 
5. es handelt sich nicht um eine Day-ahead Buchung

","A12. Das TSO-Backend-System muss in der Lage sein, Buchungen von der PKP zu empfangen.
A13. Das TSO-Backend-System muss in der Lage sein festzustellen, ob die Buchungsnachricht eine Reservierung, eine Stornierung oder eine Buchung verlangt.
A15. Das TSO-Backend-System muss in der Lage sein, eine Stornierung durchzuführen.
A16. Das TSO-Backend-System muss in der Lage sein, eine Buchung durchzuführen.
A21. Das TSO-Backend-System muss in der Lage sein die übergebenen Bilanzkreisinformationen zu verarbeiten und die Einbringungssituation der Bilanzkreise 
entsprechend anzupassen.","Functional","Major","","1.0","Initial: Übergabe der Buchungsnachricht an MTS.cm (über web-Service, alternativ über SoapUI)","Bedingung erfüllt"
"","","","","","","","2.0","Prüfung ob in der Rolle TK-OGE FCFS-Buchungen von Bündelprodukten über die PKP gestartet werden können.","Primärbuchung ist vorhanden"
"","","","","","","","3.0","Prüfen ob Kapazitätsreservierung bei beiden beteiligten TSOs durchgeführt werden kann","Kapazitätsreservierung kann bei beiden beteiligten TSOs durchgeführt werden"
"","","","","","","","4.0","überprüfen ob die Reservierung erfolgreich bei beiden beteiligten TSOs angekommen ist . ","Die Reservierung ist ohne Erfolg durchlaufen"
"","","","","","","","5.0","Prüfen ob das angelegte technische Reservierungsobjekt gelöscht wird","das Reservierungsobjekt ist gelöscht"
"","","","","","","","6.0","überprüfen ob die Reservierte Kapazität über eine Stornierung wieder aufgelöst. ","Die Reservierung ist storniert"
"Testcase_08_FCFS_3","FCFS Buchung Umwandlung mit BK Code","1. Request von PKP (Buchungsnachricht mit Umwandlung) ist vorhanden (Import mit SOAP UI)


","A12. Das TSO-Backend-System muss in der Lage sein, Buchungen von der PKP zu empfangen.
A17. Das TSO-Backend-System muss in der Lage sein, bei einer Buchung eine Umwandlung durchzuführen.
A21. Das TSO-Backend-System muss in der Lage sein die übergebenen Bilanzkreisinformationen zu verarbeiten und die Einbringungssituation der Bilanzkreise 
entsprechend anzupassen.","Regression","Major","","1.0","Initial: Übergabe der Buchungsnachricht an MTS.cm (über web-Service, alternativ über SoapUI)","Bedingung erfüllt"
"","","","","","","","2.0","Öffnen des Ordners Kapazitätsmanagement","Ordner Kapazitätsmanagement ist 
geöffnet"
"","","","","","","","3.0","Öffnen des Flexgrids Primärbuchungen","neue Primärbuchung (feste Kapazität) ist vorhanden"
"","","","","","","","4.0","Öffnen des Flexgrids Umwandlungen","Umwandlungstransaktion ist in angefragter Höhe (siehe Buchungsnachricht) vorhanden"
